City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,cortez,37.3495,-108.5841,44.02,31,0,10.36,US,1668893033
368,turek,52.0162,18.5114,26.69,66,100,11.61,PL,1668893034
369,sao gabriel da cachoeira,-0.125,-67.0814,80.17,79,100,0.85,BR,1668893035
370,bom jesus,-28.6693,-50.4347,66.43,64,70,4.56,BR,1668893036
371,lichuan,30.2937,108.9323,46.0,96,0,1.95,CN,1668893037
372,antalaha,-14.9012,50.281,69.28,89,5,3.89,MG,1668893038
373,axim,4.8654,-2.2422,78.66,82,29,7.43,GH,1668893039
374,evensk,61.9192,159.2359,-6.66,81,82,7.18,RU,1668893039
375,sena madureira,-9.066,-68.6571,81.88,70,99,4.9,BR,1668893040
376,jiuquan,39.7321,98.4937,32.86,32,99,5.57,CN,1668893041
377,houma,29.5958,-90.7195,48.0,97,100,11.5,US,1668892846
378,scranton,41.409,-75.6624,34.63,50,0,9.22,US,1668892777
379,sterlibashevo,53.4385,55.2567,13.75,96,63,4.68,RU,1668893043
380,chalmette,29.9427,-89.9634,48.99,83,100,17.27,US,1668892862
381,paamiut,61.9946,-49.6659,23.32,77,65,11.95,GL,1668893045
382,boddam,57.4721,-1.7805,46.9,76,100,32.84,GB,1668893046
383,samusu,-13.9974,-171.4289,81.14,76,27,7.36,WS,1668893047
384,caravelas,-17.7297,-39.266,72.95,87,100,7.87,BR,1668893049
385,alugan,12.2188,125.4822,78.12,85,100,1.03,PH,1668893050
386,eresos,39.17,25.9337,66.51,86,58,20.74,GR,1668893051
387,niamtougou,9.7663,1.1084,73.22,60,0,4.61,TG,1668893051
388,galiwinku,-12.0104,135.5871,83.35,68,84,1.52,AU,1668893052
389,atambua,-9.106,124.8881,74.17,91,100,3.47,ID,1668893053
390,qaqortoq,60.7182,-46.0385,24.13,77,100,6.8,GL,1668893054
391,mount isa,-20.729,139.4932,75.06,94,75,3.44,AU,1668893055
392,gat,45.7023,18.3247,44.51,92,100,11.65,HR,1668893056
393,faya,17.9209,19.0953,71.2,22,0,13.76,TD,1668893057
394,rokupr,8.6711,-12.3849,74.01,59,99,1.52,SL,1668893058
395,karasburg,-28.0132,18.7487,66.85,18,66,9.06,NA,1668893058
396,acuna,29.3196,-100.9478,45.27,85,100,9.22,MX,1668893059
397,gudari,19.3481,83.7833,59.05,74,100,3.18,IN,1668893060
398,reconquista,-29.1443,-59.6438,99.7,12,44,12.5,AR,1668893061
399,kuusamo,65.9646,29.1883,23.07,100,100,2.3,FI,1668893062
400,zyryanka,65.7336,150.8933,-24.54,91,43,6.62,RU,1668893063
401,clarence town,23.0917,-74.9606,81.48,69,8,18.14,BS,1668893064
402,bubaque,11.2997,-15.8335,84.42,56,96,11.3,GW,1668893065
403,manakara,-22.1453,48.0081,74.35,87,47,9.66,MG,1668893066
404,igrim,63.1915,64.4243,9.21,97,90,3.6,RU,1668893066
405,pacocha,-10.3294,-77.1926,62.8,36,57,9.48,PE,1668893067
406,naples,40.8359,14.2488,62.58,80,40,13.8,IT,1668893068
407,chodavaram,17.8297,82.9345,73.15,63,96,3.44,IN,1668893069
408,swan river,52.1051,-101.2705,19.29,93,100,12.66,CA,1668893070
409,fairbanks,64.8378,-147.7167,22.23,84,100,3.44,US,1668893070
410,fort-shevchenko,44.5086,50.2619,50.4,74,7,10.27,KZ,1668893071
411,tyukhtet,56.5398,89.3115,17.2,92,100,9.33,RU,1668893072
412,changtu,30.254,122.3049,63.19,88,59,17.85,CN,1668893073
413,lata,18.3983,76.5621,57.97,53,45,5.55,IN,1668893074
414,naze,5.452,7.0567,74.71,84,97,4.65,NG,1668893075
415,elizabeth city,36.2957,-76.2248,55.42,47,0,8.05,US,1668893075
416,turukhansk,65.7934,87.9589,-3.71,88,100,9.17,RU,1668893076
417,buraydah,26.3317,43.9717,61.23,77,40,9.22,SA,1668893077
418,pavlovka,45.7464,34.1565,46.29,88,28,5.08,UA,1668893078
419,sobolevo,55.5204,38.7063,28.35,90,100,10.18,RU,1668893079
420,taltal,-25.4078,-70.4858,65.84,75,22,5.26,CL,1668893079
421,brae,60.3963,-1.3537,46.17,59,96,27.02,GB,1668893080
422,yegorlykskaya,46.5631,40.6495,57.06,88,100,14.47,RU,1668893081
423,husavik,66.0433,-17.341,43.75,74,86,27.94,IS,1668893082
424,santa maria,-29.6861,-53.8069,88.84,33,0,11.5,BR,1668893083
425,touros,-5.1999,-35.4595,78.89,77,93,13.65,BR,1668893083
426,seoul,37.5667,126.9783,49.44,87,75,2.3,KR,1668893004
427,eureka,40.7907,-124.1674,63.99,71,17,4.0,US,1668893085
428,talara,-4.5797,-81.2718,72.36,73,0,16.11,PE,1668893086
429,adolfo lopez mateos,26.7964,-109.3905,81.1,26,1,10.6,MX,1668893086
430,la union,3.2647,-76.2023,79.63,76,93,0.85,CO,1668893087
431,khunti,23.0771,85.28,57.2,50,2,5.19,IN,1668893088
432,narasannapeta,18.4151,84.0447,65.37,62,100,6.33,IN,1668893089
433,boyolangu,-8.2106,114.3178,72.7,94,97,1.41,ID,1668893090
434,margate,51.3878,1.382,48.0,88,100,7.49,GB,1668893091
435,garden city,37.9717,-100.8727,48.34,24,0,19.57,US,1668893091
436,lusambo,-6.1095,23.6129,69.87,90,92,2.33,CD,1668893092
437,marrakesh,31.6258,-7.9892,58.95,63,0,11.5,MA,1668893093
438,stolac,43.0831,17.958,58.78,96,100,12.91,BA,1668893094
439,ilulissat,69.2197,-51.0986,13.86,77,29,4.65,GL,1668893095
440,namatanai,-3.6642,152.4407,82.17,73,75,7.9,PG,1668893096
441,muzhi,65.4,64.7019,-4.56,100,17,1.7,RU,1668893096
442,kontagora,9.1,8.5167,75.63,38,35,4.14,NG,1668893097
443,tomesti,46.2993,23.3642,34.52,96,100,3.47,RO,1668893098
444,demba,-5.4986,22.2709,67.53,94,93,2.1,CD,1668893099
445,nieuw amsterdam,40.7143,-74.006,41.29,41,0,15.99,US,1668892276
446,lompoc,34.6392,-120.4579,76.01,27,0,12.66,US,1668893100
447,jardim,-21.4799,-56.1489,94.89,25,0,3.6,BR,1668893101
448,sarande,39.8752,20.0065,69.55,97,97,13.91,AL,1668893102
449,pocos de caldas,-21.79,-46.5648,63.79,75,33,5.44,BR,1668893103
450,vaitape,-16.5065,-151.7514,77.72,81,52,7.72,PF,1668893104
451,kaduqli,11.0086,29.7156,74.57,18,25,9.35,SD,1668893105
452,san antonio,29.4246,-98.4951,43.52,89,100,16.11,US,1668893106
453,ambodifototra,-16.9996,49.8526,75.13,79,21,7.76,MG,1668893107
454,mazatlan,23.2313,-106.4153,82.44,65,75,6.91,MX,1668893108
455,tamiahua,21.2781,-97.4456,69.73,88,100,11.92,MX,1668893108
456,calvinia,-31.4694,19.7772,54.9,56,5,3.74,ZA,1668893109
457,yarada,17.6595,83.276,73.63,68,100,2.3,IN,1668893110
458,hami,42.8174,93.5142,37.49,48,100,4.81,CN,1668893111
459,atasu,40.8138,39.67,64.78,67,60,10.25,TR,1668893112
460,kupang,-10.1632,123.6018,77.41,94,75,3.44,ID,1668893113
461,grants pass,42.4394,-123.3272,58.91,31,0,11.5,US,1668893070
462,guadalupe y calvo,26.0915,-106.9617,59.34,37,24,11.5,MX,1668893115
463,mega,-0.6657,131.905,76.48,89,100,2.28,ID,1668893116
464,omboue,-1.5727,9.2653,76.73,88,71,8.99,GA,1668893117
465,xinzhou,38.4139,112.7305,41.4,58,15,0.67,CN,1668893118
466,bombay,19.0785,72.8782,75.25,38,1,6.91,IN,1668893119
467,koygorodok,60.4413,51.007,9.61,95,28,2.8,RU,1668893120
468,havre-saint-pierre,50.2464,-63.6004,28.35,73,0,10.36,CA,1668893121
469,tsiroanomandidy,-18.7698,46.0495,69.19,84,68,1.61,MG,1668893122
470,menongue,-14.6611,17.682,73.87,46,70,4.5,AO,1668893123
471,buncrana,-45.4796,167.5561,58.23,85,100,0.43,NZ,1668893123
472,quatre cocos,-20.2095,57.7706,70.05,71,0,7.11,MU,1668893124
473,bogorodskoye,52.371,140.4412,21.33,95,100,4.47,RU,1668893125
474,terney,45.0504,136.6137,34.07,89,100,2.1,RU,1668893126
475,nagato,34.3709,131.1822,60.03,69,53,6.29,JP,1668893127
476,zabid,14.1951,43.3152,77.67,72,6,7.83,YE,1668893128
477,batagay-alyta,67.7994,130.4032,-17.23,94,100,0.69,RU,1668893129
478,ibadan,7.3777,3.8972,75.81,78,84,3.74,NG,1668893130
479,teguldet,57.3064,88.1672,14.67,94,100,5.44,RU,1668893131
480,flin flon,54.7698,-101.879,17.11,79,100,13.8,CA,1668893131
481,matara,5.9478,80.5483,75.27,89,100,5.01,LK,1668893132
482,safaga,26.7633,33.9384,69.78,42,0,11.88,EG,1668893133
483,parana,-31.733,-60.5299,98.62,14,49,10.2,AR,1668893134
484,puerto del rosario,28.4993,-13.8599,69.75,73,75,26.46,ES,1668893135
485,ekpoma,6.7421,6.139,75.02,76,61,3.44,NG,1668893136
486,montgomery,32.367,-86.3006,54.05,48,40,5.75,US,1668893136
487,yeppoon,-23.1348,150.7437,80.62,77,100,11.83,AU,1668893137
488,niny,44.4861,43.9542,50.83,81,100,4.59,RU,1668893138
489,tamale,9.4052,-0.8424,83.88,28,96,4.68,GH,1668893139
490,juneau,58.3019,-134.4197,36.1,97,100,13.8,US,1668892971
491,sao filipe,14.8953,-24.4969,78.01,67,99,14.72,CV,1668893140
492,lososina,49.0016,140.3205,31.95,94,100,9.35,RU,1668893141
493,lapi,57.9088,26.9977,22.77,89,100,7.72,EE,1668893142
494,blagoyevo,63.4212,47.9545,13.95,90,46,6.64,RU,1668893143
495,sisimiut,66.9372,-53.6665,22.41,95,99,11.81,GL,1668893143
496,whitehorse,60.7216,-135.0549,16.57,92,100,9.22,CA,1668893144
497,sines,37.9269,-8.7499,58.62,82,23,5.01,PT,1668893145
498,champerico,14.2937,-91.9118,91.96,69,8,4.85,GT,1668893146
499,burkhala,29.4491,79.5748,46.63,76,8,3.0,IN,1668893147
500,richards bay,-28.7708,32.0578,66.97,79,100,17.47,ZA,1668893148
501,cuencame,24.87,-103.698,73.9,28,100,4.25,MX,1668893149
502,tucuma,-6.7517,-51.1508,73.38,91,100,3.29,BR,1668893149
503,imphal,24.7991,93.9364,52.7,72,50,3.38,IN,1668893150
504,grindavik,63.8442,-22.4317,44.42,81,75,6.91,IS,1668893151
505,huarmey,-10.0687,-78.1522,67.96,76,100,8.23,PE,1668893152
506,bonavista,48.6542,-53.1103,36.93,60,56,17.38,CA,1668893152
507,tiarei,-17.5583,-149.3711,75.42,88,93,8.3,PF,1668893153
508,biarritz,43.4833,-1.5593,48.25,100,75,3.44,FR,1668893154
509,maragogi,-9.0118,-35.2225,77.29,78,94,9.26,BR,1668893155
510,marabba,12.35,32.1833,79.59,17,65,13.22,SD,1668893156
511,laranjeiras,-10.804,-37.1658,80.55,79,82,9.33,BR,1668893157
512,nizhniy kuranakh,58.8191,125.5293,-0.87,99,100,3.24,RU,1668893157
513,marsh harbour,26.5383,-77.061,77.07,73,100,16.08,BS,1668893158
514,magadan,59.5605,150.7989,6.08,83,99,2.64,RU,1668893159
515,garbolovo,60.3436,30.4917,26.55,83,100,9.44,RU,1668893160
516,uyuni,-20.4628,-66.8239,68.5,4,23,10.63,BO,1668893161
517,tahta,26.7676,31.4956,66.29,41,0,7.0,EG,1668893161
518,chateauroux,46.8204,1.6771,37.45,100,20,8.05,FR,1668893163
519,port shepstone,-30.7428,30.4506,63.43,80,100,12.95,ZA,1668893163
520,mglin,53.0592,32.85,18.03,98,99,7.9,RU,1668893164
521,zhireken,52.8214,117.2865,4.87,92,100,3.09,RU,1668893165
522,belmonte,39.5593,-2.7038,38.53,65,66,10.09,ES,1668893166
523,lodwar,3.1166,35.6,83.19,49,41,14.97,KE,1668893167
524,suoyarvi,62.082,32.3459,24.13,91,84,6.08,RU,1668893168
525,sydney,-33.8698,151.2083,77.34,69,0,11.5,AU,1668893169
526,ankang,32.7165,108.9913,52.61,86,2,0.72,CN,1668893170
527,sahrak,34.1074,64.3052,34.07,72,0,4.09,AF,1668893171
528,orissaare,58.5586,23.0773,25.03,92,100,12.73,EE,1668893172
529,broken hill,-31.965,141.4511,56.32,58,3,17.72,AU,1668893173
530,vardo,70.3308,30.9618,36.28,75,100,12.66,NO,1668893174
531,berlevag,70.799,29.1505,29.61,75,100,12.66,NO,1668893175
532,buin,35.768,50.058,50.79,37,4,3.36,IR,1668893176
533,san patricio,27.9695,-97.7732,46.94,87,100,18.79,US,1668893176
534,kampot,10.6183,104.1797,78.85,87,100,8.41,KH,1668893177
535,satuk,41.2263,32.3836,56.26,71,10,5.44,TR,1668893178
536,ajdabiya,30.755,20.2233,69.21,23,8,13.27,LY,1668893179
537,madang,-5.212,145.8054,77.29,89,89,3.94,PG,1668893180
538,makakilo city,21.3469,-158.0858,82.72,62,75,18.41,US,1668893181
539,alofi,-19.0534,-169.9192,82.9,65,10,4.61,NU,1668893182
540,arman,28.3724,83.4113,46.47,48,0,6.24,NP,1668893183
541,altay,47.8258,88.1292,21.92,95,100,3.58,CN,1668893184
542,granadilla de abona,28.1154,-16.5519,65.7,52,20,24.16,ES,1668893185
543,morgan city,29.6994,-91.2068,46.4,93,100,14.97,US,1668893186
544,arrifes,37.7621,-25.6933,63.12,72,20,13.8,PT,1668893187
545,ostroh,50.329,26.5204,15.03,93,59,2.73,UA,1668893188
546,uusikaupunki,60.8017,21.4086,27.59,77,54,10.78,FI,1668893188
547,hurghada,27.2226,33.8307,69.84,37,0,6.91,EG,1668893189
548,poronaysk,49.2216,143.1016,28.29,89,95,4.29,RU,1668893190
549,worland,44.0168,-107.9558,30.67,54,0,5.75,US,1668893191
550,mahon,39.8895,4.2662,52.36,82,40,9.22,ES,1668893192
551,bulaevo,54.8967,70.4472,0.1,94,16,5.5,KZ,1668893193
552,benalla,-36.5714,145.9912,54.81,92,76,12.95,AU,1668893193
553,xambioa,-6.4085,-48.5336,77.36,86,74,2.51,BR,1668893194
554,felanitx,39.4732,3.1477,51.35,76,71,3.94,ES,1668893195
555,port pirie,-33.1791,138.0059,58.17,62,6,17.96,AU,1668893196
556,beberibe,-4.181,-38.1298,78.78,76,53,10.87,BR,1668893197
557,anadyr,64.7317,177.5061,-5.93,77,0,11.18,RU,1668893197
558,lahij,13.0578,44.8836,75.56,80,9,3.56,YE,1668893198
559,zheleznodorozhnyy,52.674,103.7505,3.85,97,63,1.48,RU,1668893199
560,chato,34.6309,-106.3489,40.64,55,63,11.16,US,1668893200
561,churapcha,61.9997,132.4252,-15.59,100,98,4.07,RU,1668893201
562,coffs harbour,-30.2962,153.1135,80.1,57,63,19.57,AU,1668893201
563,mathura,27.4956,77.6856,62.94,45,40,3.33,IN,1668893202
564,norman wells,65.2824,-126.8327,14.04,85,75,0.0,CA,1668893203
565,abu zabad,12.35,29.25,71.06,18,5,10.29,SD,1668893204
566,hualmay,-11.0967,-77.6129,68.43,73,89,8.21,PE,1668893205
567,cassilandia,-19.1128,-51.7345,82.89,44,70,8.08,BR,1668893206
568,cheremukhovo,56.2285,46.2313,15.49,91,18,8.55,RU,1668893206
569,bella union,-30.2612,-57.6059,96.98,17,52,12.82,UY,1668893207
570,joensuu,62.6006,29.7585,23.49,93,100,5.75,FI,1668893208
571,douglas,54.1498,-4.4779,48.16,93,100,25.32,IM,1668893209
572,maceio,-9.6477,-35.7339,77.81,83,0,8.05,BR,1668893210
573,green river,41.5291,-109.4665,28.18,57,5,1.01,US,1668893210
574,yablonovo,51.8398,112.7636,-2.22,95,7,4.76,RU,1668893211
575,viedma,-40.8084,-62.9947,75.25,33,65,18.25,AR,1668893212
576,tura,47.39,0.6889,41.58,87,0,4.61,FR,1668893213
577,bachaquero,10.2601,-66.6896,83.35,80,100,4.68,VE,1668893214
